,id,doi,title,author,journaltitle,volume,issue,pubdate,pagerange,publisher,type,reviewed-work,abstract
884,10.2307/27640011,10.2307/27640011,,Ben Alamar,Journal of the American Statistical Association,102,480,2007-12-01T00:00:00Z,p. 1481,American Statistical Association,brv,Social Choice with Partial Knowledge of Treatment Response|Charles F. Manski,
885,10.2307/2288704,10.2307/2288704,Front Matter,,Journal of the American Statistical Association,79,388,1984-12-01T00:00:00Z,p. 747,American Statistical Association,mis,,
886,10.2307/2276708,10.2307/2276708,Recent Literature,,Journal of the American Statistical Association,24,166,1929-06-01T00:00:00Z,p. 231,American Statistical Association,mis,,
887,10.2307/2284579,10.2307/2284579,Truncation Effect in Closed and Open Birth Interval Data,"Mindel C. Sheps, Jane A. Menken, Jeanne Clare Ridley, Joan W. Lingner",Journal of the American Statistical Association,65,330,1970-06-01T00:00:00Z,pp. 678-693,American Statistical Association,fla,,"The lengths of the ""closed"" intervals from the ith to the (i + 1)th birth (X<sub>i</sub>) and of the ""open"" intervals since the most recent birth (U<sub>n</sub>) for women who have had exactly n births have been considered useful indicators of current changes in natality patterns. Particularly, it has been hoped that such data will provide information regarding the p.d.f. of χ<sub>i</sub>, the corresponding interval that would be observed if there were infinite time for reproduction. Since X<sub>i</sub> and U<sub>n</sub> depend on the convolution of the p.d.f.'s for χ<sub>j</sub>(j = 0, 1, ⋯, i) and on t (the duration of fecund marriage at the time of survey), a set of X<sub>i</sub> forms a truncated sample of the corresponding χ<sub>i</sub>. The U<sub>n</sub> also depend on analogous convolutions and on t. As a result, even given uniform t for all the subjects, a change in the p.d.f. of χ<sub>i</sub>, such as a shift to the right, will not necessarily be reflected in observed data on X<sub>i</sub> or U<sub>n</sub>. This difficulty is not overcome by life table analysis except under highly restrictive assumptions. It is doubtful whether the current emphasis on securing such data is justified. Certainly, further investigation is needed to provide a better basis for the definition and analysis of interval data if they are to be used."
888,10.2307/30045213,10.2307/30045213,,Christine M. Anderson-Cook,Journal of the American Statistical Association,98,461,2003-03-01T00:00:00Z,p. 249,American Statistical Association,brv,Concise Handbook of Experimental Methods for the Behavioral and Biological Sciences|Jay E. Gould,
889,10.2307/2283744,10.2307/2283744,Missing Observations in Multivariate Statistics. III: Large Sample Analysis of Simple Linear Regression,"A. A. Afifi, R. M. Elashoff",Journal of the American Statistical Association,64,325,1969-03-01T00:00:00Z,pp. 337-358,American Statistical Association,fla,,"We derive the asymptotic distribution of several estimators for the parameters of the linear regression of y on x when some observations on y and on x are missing. Then, we compare estimators using a mean square error criterion. We find for example that a simple estimator of the linear regression function has asymptotic efficiency no worse than 0.95 compared with the maximum likelihood estimator (assuming bivariate normality) provided that no more than 30 per cent of the y's and 30 per cent of the x's are missing. This simple estimator is defined without assuming bivariate normality in Section 8.1."
890,10.2307/2283331,10.2307/2283331,Some Empirical Distributions of Bivariate T<sup>2</sup> and Homoscedasticity Criterion M Under Unequal Variance and Leptokurtosis,"J. W. Hopkins, P. P. F. Clay",Journal of the American Statistical Association,58,304,1963-12-01T00:00:00Z,pp. 1048-1053,American Statistical Association,fla,,"Computer generated pseudo random numbers were used to simulate drawing 1000 pairs of samples of N<sub>1</sub>, N<sub>2</sub> = 5, 10, 20 from bivariate populations normal (O, σ<sub>i</sub><sup>2I</sup>) having σ<sub>2</sub>/σ<sub>1</sub> = 1, 1.6 or 3.2, and from circular bivariate symmetrical leptokurtic populations with zero means, equal variances and β<sub>2</sub> - 3 = 3.2 or 6.2. Results suggest that the null distribution of T<sup>2</sup> for pairs of bivariate normal samples with N<sub>1</sub> = N<sub>2</sub> ≥ 10 is rather robust against variance inequality but that this robustness does not extend to disparate sample sizes, and that upper tail frequencies of the distribution of bivariate T<sup>2</sup> for N<sub>1</sub>, N<sub>2</sub> ≥ 10 are not substantially affected by moderate degrees of symmetrical leptokurtosis. In simulations of sampling from circular normal populations with scale parameters in the ratio of 1.6:1 and 3.2:1 respectively, the proportion of M exceeding the null 5% point ranged from 9% and 49% for N<sub>1</sub> = N<sub>2</sub> = 5 to 60% and 100% for N<sub>1</sub> = N<sub>2</sub> = 20. In simulations of homoscedastic leptokurtic sampling, the proportions of M exceeding the null normal 5% point for N<sub>1</sub> = N<sub>2</sub> = 5 and for N<sub>1</sub> = N<sub>2</sub> = 20 were 8% and 17% for β<sub>2</sub> - 3 = 3.2, and 22% and 42% for β<sub>2</sub> - 3 = 6.2."
891,10.2307/2284679,10.2307/2284679,,David R. Brillinger,Journal of the American Statistical Association,67,340,1972-12-01T00:00:00Z,p. 959,American Statistical Association,brv,An Introduction to the Theory of Statistics.|R. L. Plackett,
892,10.2307/2284846,10.2307/2284846,Comment on Article on Pharmacokinetics,J. D. Haynes,Journal of the American Statistical Association,66,333,1971-03-01T00:00:00Z,pp. 53-54,American Statistical Association,fla,,
893,10.2307/2286904,10.2307/2286904,"Comparison of Stopping Rules in Forward ""Stepwise"" Regression","Robert B. Bendel, A. A. Afifi",Journal of the American Statistical Association,72,357,1977-03-01T00:00:00Z,pp. 46-53,American Statistical Association,fla,,"This paper uses the unconditional mean square error of prediction as a criterion for comparing stopping rules used with the forward ""stepwise"" selection procedure in multivariate normal samples, based on simulations of 48 population correlation matrices. The C<sub>p</sub> statistic, ""F to enter"" <latex>$(.15 < \alpha < .25)$</latex>, a rule which minimizes the sample criterion, and one which sequentially tests the equality of the population criterion <latex>$(.25 < \alpha < .35)$</latex> are superior. For these rules, the criterion seldom differs by more than three percent, although there are considerable differences between these and some of the other rules."
894,10.2307/27639881,10.2307/27639881,"Shotgun Stochastic Search for ""Large p"" Regression","Chris Hans, Adrian Dobra, Mike West",Journal of the American Statistical Association,102,478,2007-06-01T00:00:00Z,pp. 507-516,American Statistical Association,fla,,"Model search in regression with very large numbers of candidate predictors raises challenges for both model specification and computation, for which standard approaches such as Markov chain Monte Carlo (MCMC) methods are often infeasible or ineffective. We describe a novel ""Shotgun stochastic search"" (SSS) approach that explores ""interesting"" regions of the resulting high-dimensional model spaces and quickly identifies regions of high posterior probability over models. We describe algorithmic and modeling aspects, priors over the model space that induce sparsity and parsimony over and above the traditional dimension penalization implicit in Bayesian and likelihood analyses, and parallel computation using cluster computers. We discuss an example from gene expression cancer genomics, comparisons with MCMC and other methods, and theoretical and simulation-based aspects of performance characteristics in large-scale regression model searches. We also provide software implementing the methods."
895,10.2307/2279013,10.2307/2279013,,Harold A. Phelps,Journal of the American Statistical Association,37,219,1942-09-01T00:00:00Z,pp. 397-398,American Statistical Association,brv,Social Research: A Study in Methods of Gathering Data.|George A. Lundberg,
896,10.2307/2965498,10.2307/2965498,Combining the Advantages of First-Difference and Deviation-From-Trend Methods of Correlating Time Series,Bradford B. Smith,Journal of the American Statistical Association,21,153,1926-03-01T00:00:00Z,pp. 55-59,American Statistical Association,mis,,
897,10.2307/2670081,10.2307/2670081,,JFM,Journal of the American Statistical Association,93,444,1998-12-01T00:00:00Z,p. 1529,American Statistical Association,brv,Bayesian Economics through Numerical Methods: A Guide to Econometrics and Decision-Making with Prior Information|Jeffrey H. Dorfman,
898,10.2307/2284391,10.2307/2284391,Two-Stage Chi Square Goodness-of-Fit Test,"John E. Hewett, R. K. Tsutakawa",Journal of the American Statistical Association,67,338,1972-06-01T00:00:00Z,pp. 395-401,American Statistical Association,fla,,Consider sampling in two stages for testing a simple hypothesis about a population whose elements may be classified into a finite number of classes. The joint asymptotic distribution of the two Pearson χ<sup>2</sup> statistics based on the first and combined samples is derived and used to construct a two-stage test. The advantage of this test relative to the conventional one-stage test is discussed in terms of its asymptotic power. Tables of critical values for 1 percent and 5 percent level tests for 1-10 degrees of freedom are given as well as modifications for cases involving unknown parameters.
899,10.2307/2282533,10.2307/2282533,Front Matter,,Journal of the American Statistical Association,54,287,1959-09-01T00:00:00Z,pp. iii-iv,American Statistical Association,mis,,
900,10.2307/2290156,10.2307/2290156,Tables and Large-Sample Distribution Theory for Censored-Data Correlation Statistics for Testing Normality,"Steve Verrill, Richard A. Johnson",Journal of the American Statistical Association,83,404,1988-12-01T00:00:00Z,pp. 1192-1197,American Statistical Association,fla,,"Plotting order statistics versus some variant of the normal scores is a standard graphical technique for assessing the assumption of normality. To obtain an objective evaluation of the normal assumption, it is customary to calculate the correlation coefficient associated with this plot. The Shapiro-Francia statistic is the square of the correlation between the observed order statistics and the expected values of standard normal order statistics, whereas the Shapiro-Wilk statistic also involves the covariances of the standard normal order statistics. In a wide variety of applications, an investigation of the plausibility of the normal (or lognormal) model is needed when the observations on strength or life length are right-censored. The plotting procedure still applies if the observations are censored at a fixed order statistic or a fixed time. Here, the corresponding distribution theory for some modified versions of the Shapiro-Wilk correlation statistic is investigated. Because the asymptotic theory used in this article shows a surprisingly slow rate of convergence even for complete samples, a table of critical values based on a Monte Carlo study is provided. Results from an empirical power study are also presented. Finally, large-sample critical values are obtained and compared with the Monte Carlo values."
901,10.2307/2284320,10.2307/2284320,,Bartholomew P. Hsi,Journal of the American Statistical Association,65,331,1970-09-01T00:00:00Z,pp. 1418-1419,American Statistical Association,brv,Introduction to Stochastic Processes in Biostatistics.|Chin Long Chiang,
902,10.2307/2287774,10.2307/2287774,Bayesian Estimation of a Finite Population Total using Auxiliary Information in the Presence of Nonresponse,Evan P. Smouse,Journal of the American Statistical Association,77,377,1982-03-01T00:00:00Z,pp. 97-102,American Statistical Association,fla,,"This article presents a Bayesian approach to estimation, in a sample survey setting, of a finite population total for some characteristic of interest when nonresponse is present. A general model is described for situations where a Hansen-Hurwitz sampling plan is used. The model makes use of concomitant information that is related both to the characteristic of interest and to the probability of response. A simple example is included to illustrate the usefulness of the approach."
903,10.2307/2291570,10.2307/2291570,A Semiparametric Transformation Approach to Estimating Usual Daily Intake Distributions,"S. M. Nusser, A. L. Carriquiry, K. W. Dodd, W. A. Fuller",Journal of the American Statistical Association,91,436,1996-12-01T00:00:00Z,pp. 1440-1449,American Statistical Association,fla,,"The distribution of usual intakes of dietary components is important to individuals formulating food policy and to persons designing nutrition education programs. The usual intake of a dietary component for a person is the long-run average of daily intakes of that component for that person. Because it is impossible to directly observe usual intake for an individual, it is necessary to develop an estimator of the distribution of usual intakes based on a sample of individuals with a small number of daily observations on a subsample of the individuals. Daily intake data for individuals are nonnegative and often very skewed. Also, there is large day-to-day variation relative to the individual-to-individual variation, and the within-individual variance is correlated with the individual means. We suggest a methodology for estimating usual intake distributions that allows for varying degrees of departure from normality and recognizes the measurement error associated with one-day dietary intakes. The estimation method contains four steps. First, the original data are standardized by adjusting for nuisance effects, such as day-of-week and interview sequence. Second, the daily intake data are transformed to normality using a combination of power and grafted polynomial transformations. Third, using a normal components-of-variance model, the distribution of usual intakes is constructed for the transformed data. Finally, a transformation of the normal usual intake distribution to the original scale is defined. The approach is applied to data from the 1985 Continuing Survey of Food Intakes by Individuals and works well for a set of dietary components that are consumed nearly daily and exhibit varying distributional shapes."
904,10.2307/2279090,10.2307/2279090,,Asher Isaacs,Journal of the American Statistical Association,33,204,1938-12-01T00:00:00Z,pp. 773-774,American Statistical Association,brv,Our Trade with Britain.|Percy Wells Bidwell,
905,10.2307/2670328,10.2307/2670328,,Paul Embrechts,Journal of the American Statistical Association,96,454,2001-06-01T00:00:00Z,p. 783,American Statistical Association,brv,Seminaire des Probabilities XXXIV|J. Azema;M. Emery;M. Ledoux;M. Yor,
906,10.2307/2278388,10.2307/2278388,Letters to the Editors,,Journal of the American Statistical Association,31,195,1936-09-01T00:00:00Z,pp. 561-562,American Statistical Association,edi,,
907,10.2307/2284513,10.2307/2284513,A Comparison of Several Analysis of Variance Programs,Ivor Francis,Journal of the American Statistical Association,68,344,1973-12-01T00:00:00Z,pp. 860-865,American Statistical Association,fla,,"When several widely available canned computer programs are used to perform a routine analysis of variance, the results are found to be either misleading or sometimes completely wrong. However one program, BMDX64 of U.C.L.A.'s Biomed Series, proves to be accurate, unambiguous, versatile, well documented, statistically attractive, efficient, and inexpensive."
908,10.2307/2285311,10.2307/2285311,"The Maximum Likelihood, the Minimum Chi-Square and the Nonlinear Weighted Least-Squares Estimator in the General Qualitative Response Model",Takeshi Amemiya,Journal of the American Statistical Association,71,354,1976-06-01T00:00:00Z,pp. 347-351,American Statistical Association,fla,,"This article deals with the general qualitative response model involving several polytomous variables. An extension of Berkson's minimum chi-square estimator to this model is defined and shown to be not always asymptotically efficient, and the conditions under which it is so are derived. It is also shown that the nonlinear weighted least squares method proposed by Walker and Duncan [11] is equivalent to the method of scoring."
909,10.2307/2285688,10.2307/2285688,Estimates of Parameters in a Probability Model for First Livebirth Interval,"C. M. Suchindran, P. A. Lachenbruch",Journal of the American Statistical Association,69,346,1974-06-01T00:00:00Z,pp. 507-513,American Statistical Association,fla,,"This article is concerned with the problem of estimating the risk of conception, the risk of fetal loss and the length of the nonsusceptible period due to a fetal loss using a model proposed by George [4] for the first livebirth interval. Algorithms are provided to obtain maximum likelihood estimates of the parameters of the model from complete, censored and grouped samples. The methods are illustrated using data on 554 Hutterite women."
910,10.2307/2290706,10.2307/2290706,Statistical Inference Based on Pseudo-Maximum Likelihood Estimators in Elliptical Populations,"Yutaka Kano, Maia Berkane, Peter M. Bentler",Journal of the American Statistical Association,88,421,1993-03-01T00:00:00Z,pp. 135-143,American Statistical Association,fla,,"In this article we develop statistical inference based on the maximum likelihood method in elliptical populations with an unknown density function. The method assuming the multivariate normal distribution, using the sample mean and the sample covariance matrix, is basically correct even for elliptical populations under a certain kurtosis adjustment, but is not statistically efficient, especially when the kurtosis of the population distribution has higher than moderate values. On the other hand, several methods of statistical inference assuming a particular family (e.g., multivariate T distribution) of elliptical distributions have been recommended as a robust procedure against outliers or distributions with heavy tails. Such inference also will be important to maintain a high efficiency of statistical inference in elliptical populations. In practice, however, it is very difficult to choose an appropriate family of elliptical distributions, and one may misspecify the family. Furthermore, extra parameters (i.e., other than means and covariances) may make computation heavy. Here we investigate the maximum likelihood method assuming a particular family of elliptical distributions with extra parameters replaced by inexpensive estimators when the assumed family may be misspecified. Consistency and asymptotic normality of the estimators are proved, and the asymptotic equivalence among the likelihood ratio, Wald and Score test statistics, and their chi-squaredness under a constant correction are shown. Two easy methods of estimating extra parameters are proposed. A criterion for choosing a family among competing elliptical families is also provided."
911,10.2307/2279285,10.2307/2279285,,M. A. Girshick,Journal of the American Statistical Association,35,211,1940-09-01T00:00:00Z,pp. 559-561,American Statistical Association,brv,The Variate Difference Method.|Gerhard Tintner,
912,10.2307/2290915,10.2307/2290915,Bootstrap Recycling: A Monte Carlo Alternative to the Nested Bootstrap,"Michael A. Newton, Charles J. Geyer",Journal of the American Statistical Association,89,427,1994-09-01T00:00:00Z,pp. 905-912,American Statistical Association,fla,,"A Monte Carlo algorithm is described that can be used in place of the nested bootstrap. It is particularly advantageous when there is a premium on the number of bootstrap samples, either because samples are hard to generate or because expensive computations are applied to each sample. This recycling algorithm is useful because it enables inference procedures like prepivoting and bootstrap iteration in models where nested bootstrapping is computationally impractical. Implementation of the recycling algorithm is quite straightforward. As a replacement of the double bootstrap, for example, bootstrap recycling involves two stages of sampling, as does the double bootstrap. The first stage of both algorithms is the same: simulate from the fitted model. In the second stage of recycling, one batch of samples is simulated from one measure; a measure dominating all the first-stage fits. These samples are recycled with each first-stage sample to yield estimated adjustments to the original inference procedure. Choice of this second-stage measure affects the efficiency of the recycling algorithm. Gains in efficiency are slight for the nonparametric bootstrap but can be substantial in parametric problems. Applications are given to testing with sparse contingency tables and to construction of likelihood-based confidence sets in a hidden Markov model from hematology."
913,10.2307/2278748,10.2307/2278748,,Joseph L. Snider,Journal of the American Statistical Association,35,210,1940-06-01T00:00:00Z,pp. 443-444,American Statistical Association,brv,A Statistical Study of Credit Unions in New York.|Francis E. Wilcox,
914,10.2307/2279595,10.2307/2279595,,Murray Shields,Journal of the American Statistical Association,32,198,1937-06-01T00:00:00Z,pp. 421-422,American Statistical Association,brv,The Problem of Investment.|F. I. Shaffner,
915,10.2307/2278755,10.2307/2278755,Front Matter,,Journal of the American Statistical Association,35,210,1940-06-01T00:00:00Z,,American Statistical Association,mis,,
916,10.2307/2280531,10.2307/2280531,,Bruce S. Old,Journal of the American Statistical Association,46,255,1951-09-01T00:00:00Z,pp. 405-406,American Statistical Association,brv,Productivity in the Blast-Furnace and Open Hearth Segments of the Steel Industry 1920-1946.|William T. Hogan,
917,10.2307/2965541,10.2307/2965541,,E. A. G.,Journal of the American Statistical Association,20,151,1925-09-01T00:00:00Z,p. 460,American Statistical Association,brv,"Russian Currency and Banking, 1919-1924|S. S. Katzenellenbaum",
918,10.2307/2284845,10.2307/2284845,Usefulness of the Two-Compartment Open Model in Pharmacokinetics,Carl M. Metzler,Journal of the American Statistical Association,66,333,1971-03-01T00:00:00Z,pp. 49-53,American Statistical Association,fla,,"Compartment models are widely used in pharmaceutical research to quantitate the kinetics of absorption, distribution, metabolism and excretion of a drug. In this article two applications of the two compartment open model are discussed. This discussion shows that, in spite of the extreme simplification and obvious weaknesses of this model, it has properties that make it a useful tool in drug research when properly used."
919,10.2307/2282461,10.2307/2282461,,Edwin S. Mills,Journal of the American Statistical Association,57,297,1962-03-01T00:00:00Z,pp. 222-224,American Statistical Association,brv,"Planning Production, Inventories, and Work Force.|Charles C. Holt;Franco Modigliani;John F. Muth;Herbert A. Simon",
920,10.2307/2286206,10.2307/2286206,Eight Centuries of Sampling Inspection: The Trial of the Pyx,Stephen M. Stigler,Journal of the American Statistical Association,72,359,1977-09-01T00:00:00Z,pp. 493-500,American Statistical Association,fla,,"A sampling inspection scheme bearing striking similarities to modern procedures has been in more or less continuous operation at the Royal Mint in London for about eight centuries. The history of this scheme is reviewed, and a defect in the manner in which the critical levels were set is noted. The possibility that Master of the Mint, Isaac Newton might have grasped the nature of the defect is discussed. Finally, we review the situation at the United States Mint, where similar trials have long been held, but where steps to correct the defect were taken early in the nineteenth century."
921,10.2307/2288452,10.2307/2288452,,Kathryn Blackmond Laskey,Journal of the American Statistical Association,79,387,1984-09-01T00:00:00Z,pp. 741-742,American Statistical Association,brv,Game Theory and Experimental Games: The Study of Strategic Interaction.|Andrew Colman,
922,10.2307/2284099,10.2307/2284099,Goodness-of-Fit Tests for Grouped Data,"Urs R. Maag, Franz Streit, Pierre A. Drouilly",Journal of the American Statistical Association,68,342,1973-06-01T00:00:00Z,pp. 462-465,American Statistical Association,fla,,"Following Riedwyl [8] we generalize some one-sample statistics of the Cramer-von Mises type so that they can be used to test grouped data for goodness of fit. We prove that under the null hypothesis the asymptotic distributions of these statistics, when suitably standardized, coincide with the corresponding classical statistics if the ratio of the sample size to the number of groups (k) remains constant. For k fixed the asymptotic distributions are given under the null hypothesis, and it is shown how to obtain them under any alternative. Some results for finite sample sizes are also derived."
923,10.2307/2279995,10.2307/2279995,Publications Received,,Journal of the American Statistical Association,47,257,1952-03-01T00:00:00Z,pp. 111-112,American Statistical Association,mis,,
924,10.2307/27590438,10.2307/27590438,Variable Selection and Model Building via Likelihood Basis Pursuit,"Hao Helen Zhang, Grace Wahba, Yi Lin, Meta Voelker, Michael Ferris, Ronald Klein, Barbara Klein",Journal of the American Statistical Association,99,467,2004-09-01T00:00:00Z,pp. 659-672,American Statistical Association,fla,,"This article presents a nonparametric penalized likelihood approach for variable selection and model building, called likelihood basis pursuit (LBP). In the setting of a tensor product reproducing kernel Hilbert space, we decompose the log-likelihood into the sum of different functional components such as main effects and interactions, with each component represented by appropriate basis functions. Basis functions are chosen to be compatible with variable selection and model building in the context of a smoothing spline ANOVA model. Basis pursuit is applied to obtain the optimal decomposition in terms of having the smallest l₁ norm on the coefficients. We use the functional L₁ norm to measure the importance of each component and determine the ""threshold"" value by a sequential Monte Carlo bootstrap test algorithm. As a generalized LASSO-type method, LBP produces shrinkage estimates for the coefficients, which greatly facilitates the variable selection process and provides highly interpretable multivariate functional estimates at the same time. To choose the regularization parameters appearing in the LBP models, generalized approximate cross-validation (GACV) is derived as a tuning criterion. To make GACV widely applicable to large datasets, its randomized version is proposed as well. A technique ""slice modeling"" is used to solve the optimization problem and makes the computation more efficient. LBP has great potential for a wide range of research and application areas such as medical studies, and in this article we apply it to two large ongoing epidemiologic studies, the Wisconsin Epidemiologic Study of Diabetic Retinopathy (WESDR) and the Beaver Dam Eye Study (BDES)."
925,10.2307/2282673,10.2307/2282673,,I. O.,Journal of the American Statistical Association,59,308,1964-12-01T00:00:00Z,pp. 1325-1326,American Statistical Association,brv,"Tables for Normal Sampling with Unknown Variance.|Jerome Bracken;Arthur Schleifer, Jr.",
926,10.2307/2288504,10.2307/2288504,,Albert Madansky,Journal of the American Statistical Association,80,391,1985-09-01T00:00:00Z,pp. 774-775,American Statistical Association,brv,Handbook of Survey Research.|Peter H. Rossi;James D. Wright;Andy B. Anderson,
927,10.2307/2280776,10.2307/2280776,Back Matter,,Journal of the American Statistical Association,47,258,1952-06-01T00:00:00Z,p. 354,American Statistical Association,mis,,
928,10.2307/2279280,10.2307/2279280,Chapter Activities,,Journal of the American Statistical Association,35,211,1940-09-01T00:00:00Z,pp. 547-554,American Statistical Association,nws,,
929,10.2307/2280445,10.2307/2280445,Back Matter,,Journal of the American Statistical Association,45,249,1950-03-01T00:00:00Z,,American Statistical Association,mis,,
930,10.2307/2283711,10.2307/2283711,,C. M.,Journal of the American Statistical Association,62,319,1967-09-01T00:00:00Z,p. 1093,American Statistical Association,brv,Biometrika Tables for Statisticians. Volume I. (Third Edition).|E. S. Pearson;H. O. Hartley,
931,10.2307/2285749,10.2307/2285749,Strong Inconsistency from Uniform Priors: Comment,"G. E. P. Box, G. C. Tiao",Journal of the American Statistical Association,71,353,1976-03-01T00:00:00Z,p. 122,American Statistical Association,fla,,
932,10.2307/2289211,10.2307/2289211,Publications Received,,Journal of the American Statistical Association,82,397,1987-03-01T00:00:00Z,pp. 366-367,American Statistical Association,mis,,
933,10.2307/2291178,10.2307/2291178,,Pablo Marshall,Journal of the American Statistical Association,90,429,1995-03-01T00:00:00Z,pp. 393-394,American Statistical Association,brv,Time Series Analysis by Higher Order Crossings.|Benjamin Kedem,
934,10.2307/2278706,10.2307/2278706,,F. A. Pearson,Journal of the American Statistical Association,31,196,1936-12-01T00:00:00Z,pp. 800-802,American Statistical Association,brv,"Money, Prices, and Wages in Valencia, Aragon, and Navarre, 1351-1500.|Earl J. Hamilton",
935,10.2307/2280584,10.2307/2280584,,"J. E. Morton, Gerhard Tintner",Journal of the American Statistical Association,41,236,1946-12-01T00:00:00Z,pp. 606-609,American Statistical Association,brv,Rudimentary Mathematics for Economists and Statisticians.|W. L. Crum;Joseph A. Schumpeter,
936,10.2307/2279016,10.2307/2279016,,Sidney W. Wilcox,Journal of the American Statistical Association,37,219,1942-09-01T00:00:00Z,pp. 401-402,American Statistical Association,brv,The Fundamental Principles of Mathematical Statistics.|Hugh H. Wolfenden,
937,10.2307/2669749,10.2307/2669749,P Values for Composite Null Models,"M. J. Bayarri, James O. Berger",Journal of the American Statistical Association,95,452,2000-12-01T00:00:00Z,pp. 1127-1142,American Statistical Association,fla,,"The problem of investigating compatibility of an assumed model with the data is investigated in the situation when the assumed model has unknown parameters. The most frequently used measures of compatibility are p values, based on statistics T for which large values are deemed to indicate incompatibility of the data and the model. When the null model has unknown parameters, p values are not uniquely defined. The proposals for computing a p value in such a situation include the plug-in and similar p values on the frequentist side, and the predictive and posterior predictive p values on the Bayesian side. We propose two alternatives, the conditional predictive p value and the partial posterior predictive p value, and indicate their advantages from both Bayesian and frequentist perspectives."
938,10.2307/2288088,10.2307/2288088,,Julia A. Norton,Journal of the American Statistical Association,80,389,1985-03-01T00:00:00Z,p. 242,American Statistical Association,brv,Understanding Randomness: Exercises for Statisticians.|D. B. Owen;David S. Salsburg,
939,10.2307/2288109,10.2307/2288109,,Frank Stafford,Journal of the American Statistical Association,80,389,1985-03-01T00:00:00Z,p. 256,American Statistical Association,brv,"Research in Labor Economics, Supplement 2: New Approaches to Labor Unions.|Joseph D. Reid, Jr.",
940,10.2307/2283272,10.2307/2283272,Sequential Medical Trials,F. J. Anscombe,Journal of the American Statistical Association,58,302,1963-06-01T00:00:00Z,pp. 365-383,American Statistical Association,fla,,"In an extended review of Sequential Medical Trials by P. Armitage, the statistical principles which should govern the analysis of experimental observations, and the planning of experiments, are discussed. It is suggested that the operating-characteristic concepts of the Neyman-Pearson theory of tests are inappropriate to the analysis and interpretation of experimental data; the likelihood principle should be followed instead. The planning of medical trials under an ethical injunction against unnecessary continuance of inferior treatments is studied in some detail. The propriety of such trials is considered."
941,10.2307/2290508,10.2307/2290508,What Bayesians Expect of Each Other,"M. J. Bayarri, M. H. DeGroot",Journal of the American Statistical Association,86,416,1991-12-01T00:00:00Z,pp. 924-932,American Statistical Association,fla,,"Our goal is to study general properties of one Bayesian's subjective beliefs about the behavior of another Bayesian's subjective beliefs. We consider two Bayesians, A and B, who have different subjective distributions for a parameter θ, and study Bayesian A's expectation of Bayesian B's posterior distribution for θ given some data Y. We show that when θ can take only two values, Bayesian A always expects Bayesian B's posterior distribution to lie between the prior distributions of A and B. Conditions are given under which a similar result holds for an arbitrary real-valued parameter θ. For a vector parameter θ we present useful expressions for the mean vector and covariance matrix of A's expectation of B's posterior distribution. Examples are given illustrating the relevance of the conditions under which the results are derived."
942,10.2307/2277979,10.2307/2277979,"Members Added since September, 1930",,Journal of the American Statistical Association,25,172,1930-12-01T00:00:00Z,pp. 477-478,American Statistical Association,mis,,
943,10.2307/2288899,10.2307/2288899,,Jerry G. Thursby,Journal of the American Statistical Association,83,402,1988-06-01T00:00:00Z,p. 575,American Statistical Association,brv,Econometric Applications of Maximum Likelihood Methods.|J. S. Cramer,
944,10.2307/2278692,10.2307/2278692,,T. H. Sanders,Journal of the American Statistical Association,31,196,1936-12-01T00:00:00Z,pp. 771-772,American Statistical Association,brv,Stabilized Accounting.|Henry W. Sweeney,
945,10.2307/2283352,10.2307/2283352,,Z. W. Birnbaum,Journal of the American Statistical Association,58,304,1963-12-01T00:00:00Z,p. 1164,American Statistical Association,brv,Mathematical Statistics.|Samuel S. Wilks,
946,10.2307/2280579,10.2307/2280579,,Carl H. Fischer,Journal of the American Statistical Association,41,236,1946-12-01T00:00:00Z,pp. 591-593,American Statistical Association,brv,Instalment Mathematics Handbook: With Working Formulas for All Types of Transactions.|Milan V. Ayres,
947,10.2307/2280462,10.2307/2280462,Election of Fellows,John R. Miner,Journal of the American Statistical Association,40,229,1945-03-01T00:00:00Z,p. 101,American Statistical Association,mis,,
948,10.2307/2287727,10.2307/2287727,Testing Symmetry,"A. Antille, G. Kersting, W. Zucchini",Journal of the American Statistical Association,77,379,1982-09-01T00:00:00Z,pp. 639-646,American Statistical Association,fla,,Tests for symmetry of a distribution function about an unknown value are investigated. The asymptotic distributions under symmetry as well as under near alternatives are given for two kinds of tests: trimmed Wilcoxon tests and tests based on gaps. It turns out that these procedures have a good stability of level under unimodal densities. In a special case (skewness to the left) the efficacies have been calculated. Monte Carlo results are also given.
949,10.2307/2281464,10.2307/2281464,Publications Received,,Journal of the American Statistical Association,51,275,1956-09-01T00:00:00Z,pp. 562-563,American Statistical Association,mis,,
950,10.2307/2290257,10.2307/2290257,A Spatial Statistical Analysis of Tumor Growth,"Noel Cressie, Frederick L. Hulting",Journal of the American Statistical Association,87,418,1992-06-01T00:00:00Z,pp. 272-283,American Statistical Association,fla,,"Growth models for tumors commonly are developed for a one-dimensional summary (e.g., number of cells, volume). At the supracellular level, however, ignoring tumor shape leads to oversimplification of the growth mechanism. For example, an oncologist would view the discovery of a compact tumor of volume υ differently from the discovery of two osculatory compact tumors each of volume υ/2. This article presents a growth model that uses shape information at a previous time to describe the tumor at the present time. An analysis is given of three successive two-dimensional images of cell islands, which are obtained from in vitro growth of human breast cancer cells."
