id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.2307/3643671	10.2307/3643671	52:30530-52:30567		Population Index	52	3	1986-10-01T00:00:00Z	pp. 556-562	Office of Population Research	mis			
10.2307/2111777	10.2307/2111777	Electoral Choices and Core Value Change: The 1992 Presidential Campaign	James A. McCann	American Journal of Political Science	41	2	1997-04-01T00:00:00Z	pp. 564-583	Midwest Political Science Association	fla		The recent scholarly literature on core political values has paid relatively little attention to how values change over time. Drawing on studies in social psychology that find that values are reformulated as individuals take on new identities and roles or process new political information, I argue that choosing sides during a major national election campaign provokes shifts in core political values. Furthermore, in keeping with Philip Converse's (1964) discussion of dynamic attitude constraint, value change following electoral mobilization is expected to lead to new positions regarding particular government policies. Backing Bill Clinton in 1992 led citizens to become more committed to egalitarianism and less attached to moral traditionalism; the reverse is hypothesized to have occurred for supporters of George Bush. In turn, changes in levels of egalitarianism caused shifts in support for federal social welfare spending; new positions on moral traditionalism led to changes regarding abortion policy. Maximum likelihood (LISREL) measurement and structural models are estimated using a CPS panel survey of the mass public in 1990 and 1992. As hypothesized, presidential preferences in 1992 led to changes in core value stands, even when measurement error and reciprocity between value positions and candidate choice were factored in. As the respondents' values changed, moreover, their positions on several concrete policy items were also significantly modified.	
10.1086/498195	10.1086/498195	The Ontogeny of Contractile Performance and Metabolic Capacity in a High‐Frequency Muscle	Brad R. Moon, Alexa Tullis	Physiological and Biochemical Zoology	79	1	2006-01-01T00:00:00Z	pp. 20-30	The University of Chicago Press	fla		Abstract   High‐performance muscles such as the shaker muscles in the tails of western diamond‐backed rattlesnakes (Crotalus atrox) are excellent systems for studying the relationship between contractile performance and metabolic capacity. We observed that shaker muscle contraction frequency increases dramatically with growth in small individuals but then declines gradually in large individuals. We tested whether metabolic capacity changed with performance, using shaker muscle contraction frequency as an indicator of performance and maximal activities of citrate synthase and lactate dehydrogenase as indicators of aerobic and anaerobic capacities, respectively. Contraction frequency increased 20‐fold in 20–100‐g individuals but then declined by approximately 30% in individuals approaching 1,000 g. Mass‐independent aerobic capacity was positively correlated with contractile performance, whereas mass‐independent anaerobic capacity was slightly but negatively correlated with performance; body mass was not correlated with performance. Rattle mass increased faster than the ability to generate force. Early in ontogeny, shaker muscle performance appears to be limited by aerobic capacity, but later performance becomes limited equally by aerobic capacity and the mechanical constraint of moving a larger mass without proportionally thicker muscles. This high‐performance muscle appears to shift during ontogeny from a metabolic constraint to combined metabolic and mechanical constraints.	
10.2307/4236052	10.2307/4236052	Cultural and Individual Risk Perception in Human Germ-Line Gene Therapy Research	Rita Kielstein	Politics and the Life Sciences	13	2	1994-08-01T00:00:00Z	pp. 241-243	Association for Politics and the Life Sciences	fla			
10.2307/30135653	10.2307/30135653	Human Monoclonal Antibody with Protective Activity for Escherichia coli Kl and Neisseria meningitidis Group B Infections	Howard V. Raff, Deirdre Devereux, Walter Shuford, Debbie Abbott-Brown, Grace Maloney	The Journal of Infectious Diseases	157	1	1988-01-01T00:00:00Z	pp. 118-126	Oxford University Press	fla		We produced human monoclonal antibody that demonstrated specific reactivity to the Kl capsule of Escherichia coli and the group B polysaccharide of Neisseria meningitidis. The antibody was nonreactive with several strains of  $Kl^-$  E. coli and other gram-negative bacteria. All E. coli Kl clinical isolates tested were reactive with the antibody. When assayed for in vitro opsonophagocytic ability, the antibody caused bacterial removal only in the presence of human complement and neutrophils, an observation suggesting a nonbacteriolytic, neutrophil-dependent killing mechanism. Finally, and perhaps most importantly, the antibody was highly protective for infectious disease when used prophylactically in three animal models. The data suggest a potential use for human monoclonal antibodies in preventing and/or treating infections of the blood.	
10.2307/2979865	10.2307/2979865	On the Different Methods Available for Calculating Mean Numbers of Population for the Ten Calendar Years Most Nearly Corresponding to an Intercensal Period	T. E. Hayward	Journal of the Royal Statistical Society	64	3	1901-09-01T00:00:00Z	pp. 434-444	Royal Statistical Society, Wiley	mis			
10.2307/25450439	10.2307/25450439	Anyonic Braiding in Optical Lattices	Chuanwei Zhang, V. W. Scarola, Sumanta Tewari, S. Das Sarma	Proceedings of the National Academy of Sciences of the United States of America	104	47	2007-11-20T00:00:00Z	pp. 18415-18420	National Academy of Sciences	fla		Topological quantum states of matter, both Abelian and non-Abelian, are characterized by excitations whose wavefunctions undergo nontrivial statistical transformations as one excitation is moved (braided) around another. Topological quantum computation proposes to use the topological protection and the braiding statistics of a non-Abelian topological state to perform quantum computation. The enormous technological prospect of topological quantum computation provides new motivation for experimentally observing a topological state. Here, we explicitly work out a realistic experimental scheme to create and braid the Abelian topological excitations in the Kitaev model built on a tunable robust system, a cold atom optical lattice. We also demonstrate how to detect the key feature of these excitations: their braiding statistics. Observation of this statistics would directly establish the existence of anyons, quantum particles that are neither fermions nor bosons. In addition to establishing topological matter, the experimental scheme we develop here can also be adapted to a non-Abelian topological state, supported by the same Kitaev model but in a different parameter regime, to eventually build topologically protected quantum gates.	
10.2307/25391447	10.2307/25391447	Accuracy Of The "Breathalyser"	G. C. Drew	The British Medical Journal	1	5185	1960-05-21T00:00:00Z	pp. 1572-1573	BMJ Publishing Group	fla			
10.2307/1381789	10.2307/1381789	Sexual Dimorphism in Size, Relative Size of Testes, and Mating Systems in North American Voles	Edward J. Heske, Richard S. Ostfeld	Journal of Mammalogy	71	4	1990-11-01T00:00:00Z	pp. 510-519	American Society of Mammalogists	fla		Sexual body-length dimorphism and relative size of testes were compared among 16 species (25 subspecies) of North American Microtus and Clethrionomys by use of data collected from museum specimens. Species with polygynous mating systems and territorial males had the greatest degree of sexual size dimorphism with males larger than females, and relatively small testes. Promiscuous species tended to show little or no sexual size dimorphism and relatively large testes. Species considered monogamous had no size dimorphism, and also had large testes. These data support the hypothesis that sexual dimorphism in size is correlated with the intensity of intrasexual competition for mates. However, the hypothesis that species with single-male breeding systems (single-male polygyny and monogamy) have relatively smaller testes than species with mating systems characterized by a high potential for sperm competition (promiscuity) was supported only for polygynous species.	
10.2307/41385977	10.2307/41385977	Whatever Happened to...?	David C. Davis	Elementary English	43	3	1966-03-01T00:00:00Z	pp. 240-244, 302	National Council of Teachers of English	fla			
10.2307/2731535	10.2307/2731535	2492-2494		Population Index	24	2	1958-04-01T00:00:00Z	p. 171	Office of Population Research	mis			
10.2307/2579298	10.2307/2579298	Front Matter		Social Forces	69	4	1991-06-01T00:00:00Z	pp. 1084-1240	Oxford University Press	mis			
10.2307/2682879	10.2307/2682879	General Means and Statistical Theory	Nilan Norris	The American Statistician	30	1	1976-02-01T00:00:00Z	pp. 8-12	American Statistical Association	fla			
10.2307/686469	10.2307/686469	Back Matter		The British Journal for the Philosophy of Science	25	4	1974-12-01T00:00:00Z	pp. 401-402	The British Society for the Philosophy of Science, Oxford University Press	mis			
10.2307/20569043	10.2307/20569043	Scenery of the Pacific Railway. IV	William H. Rideing	The Art Journal (1875-1887)	3		1877-01-01T00:00:00Z	pp. 105-108		fla			
10.2307/3315021	10.2307/3315021	Abstracts / Résumés		The Canadian Journal of Statistics / La Revue Canadienne de Statistique	7	1	1979-01-01T00:00:00Z	pp. 103-109	Statistical Society of Canada	mis			
10.2307/3698074	10.2307/3698074	Address to the Royal Geographical Society	Roderick Impey Murchison	Journal of the Royal Geographical Society of London	35		1865-01-01T00:00:00Z	pp. cviii-clxxxvii	The Royal Geographical Society (with the Institute of British Geographers), Wiley	mis			
10.2307/2683006	10.2307/2683006	A Computer Program for Unbalanced Nested Analysis of Variance	Robert G. Garrett, Thomas I. Goss	The American Statistician	34	1	1980-02-01T00:00:00Z	p. 60	American Statistical Association	fla			
10.2307/30086174	10.2307/30086174	Human Genomic Association Studies: A Primer for the Infectious Diseases Specialist	Alison A. Motsinger, David W. Haas, Todd Hulgan, Marylyn D. Ritchie	The Journal of Infectious Diseases	195	12	2007-06-15T00:00:00Z	pp. 1737-1744	Oxford University Press	fla		Medical science is undergoing a genomic revolution. In coming years, insights from human genomic research will increasingly influence all aspects of infectious diseases, ranging from fundamental laboratory research and clinical care to epidemiology and global health. Infectious disease specialists unfamiliar with genomic methods and computational techniques may shy away from publications that involve human genomics analyses. In this article, we discuss selected aspects of study design and statistical analysis in this area, emphasizing important pitfalls that may compromise the validity of some studies. Our goal is to provide the infectious diseases specialist with information that will aid in the critical evaluation of publications that include human genomic analyses.	
10.2307/2225824	10.2307/2225824	The British Balance of Payments, 1924-1938	Tse Chun Chang	The Economic Journal	57	228	1947-12-01T00:00:00Z	pp. 475-503	Royal Economic Society, Wiley	fla			
10.2307/1757321	10.2307/1757321	New Books		Science	130	3386	1959-11-20T00:00:00Z	pp. 1402-1403	American Association for the Advancement of Science	mis			
10.2307/41719272	10.2307/41719272	Psychosis or Neurosis? Lacanian Diagnosis and Its Relevance for Group Psychotherapists	Stephanie Swales	Group	34	2	2010-06-01T00:00:00Z	pp. 129-143		fla		In contrast to the descriptive nosology of the Diagnostic and Statistical Manual, Jacques Lacans diagnostic system is based on a patient s ontological structural position in relation to Others, language, the unconscious, the law, and jouissance. Correspondingly, Lacans three main diagnostic structures of psychosis, perversion, and neurosis suggest different stances the group therapist should take to be helpful. This article seeks to explain briefly Lacanian diagnoses, focusing in particular on psychosis. Recommendations are given concerning making a differential diagnosis between psychosis and neurosis, working with symbolic-order transference (neurosis and perversion), working with imaginary-order transference (psychosis), and how to prevent triggering a psychotic break.	
10.2307/41236353	10.2307/41236353	Back Matter		Journal (American Water Works Association)	42	12	1950-12-01T00:00:00Z		American Water Works Association	mis			
10.2307/25649405	10.2307/25649405	American Library Association Annual Conference and Exhibition, June 23-30, 2005 Chicago, Illinois		American Libraries	35	11	2004-12-01T00:00:00Z	pp. 75-84	American Library Association	mis			
10.2307/25805716	10.2307/25805716	Cruising the Information Highway	Lee S. Rosen	Family Advocate	17	4	1995-04-01T00:00:00Z	pp. 6-7	American Bar Association	fla			
10.2307/27647306	10.2307/27647306	Multivariate Tests for Stochastic Dominance Efficiency of a Given Portfolio	Thierry Post, Philippe Versijp	The Journal of Financial and Quantitative Analysis	42	2	2007-06-01T00:00:00Z	pp. 489-515	Cambridge University Press, University of Washington School of Business Administration	fla		We develop empirical tests for stochastic dominance efficiency of a given investment portfolio relative to all possible portfolios formed from a given set of assets. Our tests use multivariate statistics, which result in superior statistical power properties compared to existing stochastic dominance efficiency tests and increase the comparability with existing mean-variance efficiency tests. Using our tests, we demonstrate that the mean-variance inefficiency of the CRSP all-share index relative to beta-sorted portfolios can be explained by tail risk not captured by variance.	
10.2307/20714897	10.2307/20714897	Erziehungsurlaub und Chancengleichheit am Arbeitsmarkt	Petra Radke, Wiebke Störmann	Jahrbuch für Wirtschaftswissenschaften / Review of Economics	49	2	1998-01-01T00:00:00Z	pp. 180-197	Lucius & Lucius Verlagsgesellscheft mbH	fla		This paper extends the fertility model introduced by Willis (1973) by relaxing the hypothesis of perfect substitutiability between parental leave and household production time after working hours. The model shows that an extended supply of qualification programs during parental leave can reduce the gap between men's and women's earnings. This result does not always hold if there exist employment protection legislation (EPL) and if the bargaining power of the employees is low.	
10.2307/838208	10.2307/838208		Kazimierz Grzybowski	The American Journal of Comparative Law	10	1/2	1961-01-01T00:00:00Z	pp. 120-121	American Society of Comparative Law	brv	A Selective Bibliography of Works on International Law|F. Clifford-Vaughan		
10.2307/41818982	10.2307/41818982	Institutional Selection for Conformity: The Case of U.S. Catholic Priests	D. Paul Sullins	Sociology of Religion	74	1	2013-04-01T00:00:00Z	pp. 56-81	Oxford University Press	fla		The declining dissent among Catholic clergy since the 1970s has consistently been attributed to cohort replacement, indicated by age differences, as a result of changes in Catholic religious culture, despite a recognition in recent sociology of religion of the importance of institutional agency. I test (1) whether changes in priest's beliefs and values are due to cultural trends (indicated by birth cohort) or institutional selection (indicated by ordination cohort); and (2) whether they are related to liberalism/conservatism generally or to specific conformity to Catholic moral positions. Data are from the 2002 Los Angeles Times priest survey (N = 1,854). Results are mixed: I find support for the thesis of institutional selection for conformity since 1969, but not before. Prior to the 1960s, clergy (and lay) Catholic dissent increased linearly by birth cohort; since 1969, institutional selection, not cultural change, accounts for declining clergy dissent (while lay dissent has continued to increase). Implications for understanding changes in the Catholic Church and for religious theory are discussed.	
10.2307/4033964	10.2307/4033964	The Vegetation of West Virginia Grass Bald Communities	James S. Rentch, Ronald H. Fortney	Castanea	62	3	1997-09-01T00:00:00Z	pp. 147-160	Southern Appalachian Botanical Society	fla		Site conditions and vegetation of five high elevation areas in West Virginia historically considered grass balds were examined. All occurred on rounded peaks or ridges, with south or southwest facing slopes, above 1150 m, in the transition zone between red spruce (Picea rubens) and northern hardwood forests. Mountain oat grass (Danthonia compressa) was the dominant herb, although other grasses were abundant. At two sites, forbs and ferns were codominant. Blueberries (Vaccinium spp.) were dominant in the shrub strata at all sites. Comparison of the vegetation of West Virginia sites to five grass balds studied by Gilbert (1954) in the Great Smoky Mountains National Park (GSMNP) revealed the following differences: (1) balds of the two regions shared some dominants, but West Virginia balds were more diverse in the herbaceous layer, with lower levels of dominance. (2) West Virginia balds also had a more highly developed shrub strata. Recent studies of Gilbert's GSMNP sites in 1958, 1964, and 1979 have revealed a significant shrub and tree invasion, and a decrease in dominance of grasses. These changes suggest that Gilbert's GSMNP balds are becoming more similar to the West Virginia sites. All of these grass balds are successional communities, although succession on West Virginia balds is presently confined to shrub species.	
10.2307/4128058	10.2307/4128058	Survival of Adult Female Elk in Yellowstone Following Wolf Restoration	Shaney B. Evans, L. David Mech, P. J. White, Glen A. Sargeant	The Journal of Wildlife Management	70	5	2006-11-01T00:00:00Z	pp. 1372-1378	Wildlife Society, Wiley	fla		Counts of northern Yellowstone elk (Cervus elaphus) in northwestern Wyoming and adjacent Montana, USA, have decreased at an average rate of 6-8% per year since wolves (Canis lupus) were reintroduced in 1995. Population growth rates of elk are typically sensitive to variations in adult female survival; populations that are stable or increasing exhibit high adult female survival. We used survival records for 85 radiocollared adult female elk 1-19 years old to estimate annual survival from March 2000 to February 2004. Weighted average annual survival rates were approximately 0.83 (95% CI = 0.77-0.89) for females 1-15 years old and 0.80 (95% CI = 0.73-0.86) for all females. Our estimates were much lower than the rate of 0.99 observed during 1969-1975 when fewer elk were harvested by hunters, wolves were not present, and other predators were less numerous. Of 33 documented deaths included in our analysis, we attributed 11 to hunter harvest, 14 to predation (10 wolf, 2 unknown, 1 cougar [Puma concolor], and 1 bear [Ursus sp.]), 6 to unknown causes, and 2 to winter-kill. Most deaths occurred from December through March. Estimates of cause-specific annual mortality rates were 0.09 (0.05-0.14) for all predators, 0.08 (0.04-0.13) for hunting, and 0.07 (0.03-0.11) for wolves specifically. Wolf-killed elk were typically older (median = 12 yr) than hunter-killed elk (median = 9 yr, P = 0.03). However, elk that winter outside the park where they were exposed to hunting were also younger (median = 7 yr) than elk that we did not observe outside the park (median = 9 yr, P < 0.01). Consequently, differences in ages of elk killed by wolves and hunters may reflect characteristics of elk exposed to various causes of mortality, as well as differences in susceptibility. Unless survival rates of adult females increase, elk numbers are likely to continue declining. Hunter harvest is the only cause of mortality that is amenable to management at the present time.	
10.2307/27735166	10.2307/27735166	Frailty Correlated Default	Darrell Duffie, Andreas Eckner, Guillaume Horel, Leandro Saita	The Journal of Finance	64	5	2009-10-01T00:00:00Z	pp. 2089-2123	American Finance Association, Wiley	fla		The probability of extreme default losses on portfolios of U.S. corporate debt is much greater than would be estimated under the standard assumption that default correlation arises only from exposure to observable risk factors. At the high confidence levels at which bank loan portfolio and collateralized debt obligation (CDO) default losses are typically measured for economic capital and rating purposes, conventionally based loss estimates are downward biased by a full order of magnitude on test portfolios. Our estimates are based on U.S. public nonfinancial firms between 1979 and 2004. We find strong evidence for the presence of common latent factors, even when controlling for observable factors that provide the most accurate available model of firm-by-firm default probabilities.	
10.2307/2290124	10.2307/2290124	A New Family of Multivariate Distributions With Applications to Monte Carlo Studies	Christopher J. Nachtsheim, Mark E. Johnson	Journal of the American Statistical Association	83	404	1988-12-01T00:00:00Z	pp. 984-989	American Statistical Association	fla		We consider a new class of multivariate probability distributions having representation X = RLY<sup>(p)</sup>, where R is distributed as <tex-math>$\sqrt\chi^2_{(p)}, L$</tex-math> is the Choleski factorization of the scaling matrix ∑, and Y<sup>(p)</sup> represents an arbitrary distribution on the p-dimensional unit hypersphere. If Y<sup>(p)</sup> is uniform, then X has a multivariate normal distribution with mean 0 and covariance matrix ∑. The use of classical spherical distributions or other nonuniform distributions for Y<sup>(p)</sup> leads to interesting, controllable departures from normality that are particularly relevant to robustness studies. Their use is illustrated in a Monte Carlo investigation of the robustness of Hotelling's T<sup>2</sup>. Variate generation routines for the cardioid, triangular, offset normal, wrapped normal, wrapped Cauchy, von Mises, power sine, Fisher, and Bingham distributions are developed.	
10.2307/169140	10.2307/169140	Front Matter		Operations Research	21	4	1973-07-01T00:00:00Z	pp. i-vi	INFORMS	mis			
10.2307/1380885	10.2307/1380885	Geographic Size Variation in Tamiasciurus douglasii: Significance in Relation to Conifer Cone Morphology	Stephen L. Lindsay	Journal of Mammalogy	67	2	1986-05-01T00:00:00Z	pp. 317-325	American Society of Mammalogists	fla		Multivariate analysis of cranial characters of the tree squirrel, Tamiasciurus douglasii, was employed in an evaluation of geographic variation. Principal components analysis yielded a strong size component. Regression and correlation analyses identified conifer cone size, toughness, and caloric content as good predictors of variation in size of squirrels. A hypothesis that squirrel morphology is influenced by pressures associated with maintaining efficiency in conifer cone caching and winter cone utilization is examined. It suggests that with geographic changes in cone morphology, squirrel size has undergone selection. The smallest squirrels were found in spruce, hemlock, and redwood forests, where trees have small cones with little energy per cone. Larger squirrels were from forests with predominantely large, energy rich pine cones. It appears that populations of T. douglasii have developed feeding tactics based on morphology which minimize loss of net energy available from their primary winter food source by increasing their efficiency in handling time. Large squirrels utilize large cones that give a high net energy/handling time ratio in areas where food must be consumed quickly. Small squirrels utilize small, probably lower ratio cones in less demanding environments.	
10.2307/3815369	10.2307/3815369	No Longer Reinventing the Wheel but Creatively Skinning the Cat: The Goals and Purpose of the Association of Moving Image Archivists' "Compendium of Moving Image Cataloging Practice"	Abigail Leab Martin	Film History	12	2	2000-01-01T00:00:00Z	pp. 156-173	Indiana University Press	fla			
10.2307/3649599	10.2307/3649599	Managing Relationship Conflict and the Effectiveness of Organizational Teams	Carsten K. W. De Dreu, Annelies E. M. Van Vianen	Journal of Organizational Behavior	22	3	2001-05-01T00:00:00Z	pp. 309-328	Wiley	fla		Past research has revealed that team effectiveness and satisfaction suffer when teams experience relationship conflict-conflict related to interpersonal issues, political norms and values, and personal taste. This study examined how teams should respond to these conflicts. Three types of conflict responses were studied: collaborating responses, contending responses, and avoiding responses. A field study involving a heterogeneous sample of teams performing complex, non-routine task showed that collaborating and contending responses to relationship conflict negatively relate to team functioning (i.e., voice, compliance, helping behavior) and overall team effectiveness, while avoiding responses were associated with high team functioning and effectiveness. It is suggested that collaborating and contending responses to relationship conflict distract team members from their tasks, while avoiding responses appear more functional in that they allow team members to pursue task performance.	
10.2307/2529781	10.2307/2529781	Sample Size Determinations for r x c Comparative Trials	John M. Lachin	Biometrics	33	2	1977-06-01T00:00:00Z	pp. 315-324	International Biometric Society	fla		Sample size determination for r x c comparative trials is described based on existing tables of the non-central $\chi^2$ distribution and the expression for the non-centrality parameter of the appropriate $\chi^2$ statistic. In addition, the optimal allocation of sample elements among the treatment groups is explored through the evaluation of the expression for noncentrality under the comparative trial model. It is shown that a general rule for sample allocation, such as the "square root rule," does not apply uniformly. The non-central procedure is then compared to existing procedures for sample size determinations for 2 x 2 trials and it is shown that this procedure yields results in close agreement to those for the widely employed Halperin (twp-tailed) procedure. Finally, sample size determinations for other contingency table models are discussed.	
10.2307/20207085	10.2307/20207085	Front Matter		Tobacco Control	3	4	1994-12-01T00:00:00Z		BMJ Publishing Group	mis			
10.2307/139261	10.2307/139261	Western Europe's Demand for Canadian Industrial Materials	G. L. Reuber	The Canadian Journal of Economics and Political Science / Revue canadienne d'Economique et de Science politique	28	1	1962-02-01T00:00:00Z	pp. 16-34	Canadian Economics Association, Wiley	fla			
10.2307/27528660	10.2307/27528660	Evaluating Expectancy Analyses	Beatrice Lantz	The Journal of Educational Research	39	2	1945-10-01T00:00:00Z	pp. 127-137	Taylor & Francis, Ltd.	fla			
10.2307/798618	10.2307/798618	Invasions of Personal Space	Nancy Jo Felipe, Robert Sommer	Social Problems	14	2	1966-10-01T00:00:00Z	pp. 206-214	Society for the Study of Social Problems, University of California Press	fla			
10.2307/2776825	10.2307/2776825	Race, Maternal Authority, and Adolescent Aspiration	Denise B. Kandel	American Journal of Sociology	76	6	1971-05-01T00:00:00Z	pp. 999-1020	The University of Chicago Press	fla		The present paper tests the prevalent hypotheses that the matriarchal character of black families is associated principally with father absence from the home and that a matriarchal family structure has detrimental educational consequences for black males. Within the limitations imposed by the samples, the results lead to the tentative rejection of these hypotheses. Among blacks, the authority of mothers tends to be stronger in intact than in broken families. Furthermore, maternal authority in the household hand identification with a female role model do not appear to have the negative consequences on educational aspirations and school performance for black adolescent boys which have been attributed to them. Black mothers and their children have the same or higher educational aspirations than white regardless of the fact that the black adolescents tend to identify more closely with their mothers. The lower educational attainment of blacks must be sought in other factors within and outside the family which make it difficult for black adolescents to translate educational aspirations into educational achievement.	
10.2307/40025566	10.2307/40025566	Publications: New Archaeological Books and Journals		Journal of Field Archaeology	30	4	2005-12-01T00:00:00Z	pp. 465-469	Maney Publishing	mis			
10.2307/3399523	10.2307/3399523	Back Matter		Music Educators Journal	85	6	1999-05-01T00:00:00Z	p. 72	MENC: The National Association for Music Education, Sage Publications, Inc.	mis			
10.2307/41291138	10.2307/41291138	The Effect of Railway Expansion on Population in Turkey, 1856—2000	Sedef Akgüngör, Ceyhan Aldemir, Yeşim Kuştepeli, Yaprak Gülcan, Vahap Tecim	The Journal of Interdisciplinary History	42	1	2011-07-01T00:00:00Z	pp. 135-157	The MIT Press	fla		The development of Turkey's railway network started in 1856 with the 130 km İzmir-Aydin line. Turkey's total railway network now measures 11,005 km. The population distribution and the density of towns on railway routes increased as railway construction proliferated, particularly from 1856 to 1940. Public policies that favored transportation by road after the mid-twentieth century, however, marked the end of the railroad's effect on the spread of population.	
10.2307/20461885	10.2307/20461885	The Impact of Performance Level Misclassification on the Accuracy and Precision of Percent at Performance Level Measures	Damian W. Betebenner, Yi Shang, Yun Xiang, Yan Zhao, Xiaohui Yue	Journal of Educational Measurement	45	2	2008-07-01T00:00:00Z	pp. 119-137	National Council on Measurement in Education	fla		No Child Left Behind (NCLB) performance mandates, embedded within state accountability systems, focus school AYP (adequate yearly progress) compliance squarely on the percentage of students at or above proficient. The singular importance of this quantity for decision-making purposes has initiated extensive research into percent proficient as a measure of school quality. In particular, technical discussions have scrutinized the impact of sampling, measurement, and other sources of error on percent proficient statistics. In this article, we challenge the received orthodoxy that measurement error associated with individual students' scores is inconsequential for aggregate percent proficient statistics. Synthesizing current classification accuracy research with techniques from randomized response designs, we establish results which specify the extent to which measurement error--manifest as performance level misclassifications--produces bias and increases error variability for percent at performance level statistics. The results have direct relevance for the design of coherent and fair accountability systems based upon assessment outcomes.	
10.2307/27531474	10.2307/27531474	American Council on Education Psychological Examination Scores as Predictors of Success in Academic College Courses	William E. Kunhart, Eugene V. Olson	The Journal of Educational Research	57	10	1964-07-01T00:00:00Z	pp. 514-517	Taylor & Francis, Ltd.	fla			
10.2307/3694640	10.2307/3694640	Rapid Nitrogen Transfer from Ectomycorrhizal Pines to Adjacent Ectomycorrhizal and Arbuscular Mycorrhizal Plants in a California Oak Woodland	Xinhua He, Caroline S. Bledsoe, Robert J. Zasoski, Darlene Southworth, William R. Horwath	New Phytologist	170	1	2006-01-01T00:00:00Z	pp. 143-151	New Phytologist Trust, Wiley	fla		<tex-math>$\bullet$</tex-math> Nitrogen transfer among plants in a California oak woodland was examined in a pulse-labeling study using <sup>15</sup>N. The study was designed to examine N movement among plants that were mycorrhizal with ectomycorrhizas (EM), arbuscular mycorrhizas (AM), or both. <tex-math>$\bullet$</tex-math> Isotopically enriched N (<tex-math>$K^{15}NO_3^-$</tex-math>) was applied to gray pine (Pinus sabiniana) foliage (donor) and traced to neighboring gray pine, blue oak (Quercus douglasii), buckbrush (Ceanothus cuneatus) and herbaceous annuals (Cynosurus echinatus, Torilis arvensis and Trifolium hirtum). <tex-math>$\bullet$</tex-math> After 2 wk, needles of <tex-math>$^{15}N-treated$</tex-math> pines and foliage from nearby annuals were similarly enriched, but little <sup>15</sup>N had appeared in nontreated (receiver) pine needles, oak leaves or buckbrush foliage. After 4 wk foliar and root samples from pine, oak, buckbrush and annuals were significantly <tex-math>$^{15}N-enriched$</tex-math>, regardless of the type of mycorrhizal association. <tex-math>$\bullet$</tex-math> The rate of transfer during the first and second 2-wk periods was similar, and suggests that <sup>15</sup>N could continue to be mobilized over longer times.	
10.2307/2316887	10.2307/2316887	Telegraphic Reviews		The American Mathematical Monthly	77	1	1970-01-01T00:00:00Z	pp. 96-109	Mathematical Association of America	mis			
10.2307/586525	10.2307/586525	Back Matter		Political Behavior	17	3	1995-09-01T00:00:00Z		Springer	mis			
10.2307/586578	10.2307/586578	The Catastrophic Link between the Importance and Extremity of Political Attitudes	James H. Liu, Bibb Latan�^M	Political Behavior	20	2	1998-06-01T00:00:00Z	pp. 105-126	Springer	fla		The catastrophe theory of attitudes (Latané and Nowak, 1994) predicts that unimportant attitudes act as continuous dimensions, with normal distributions and gradual changes in evaluation, while important attitudes act as categories, with bipolar or unipolar extreme distributions and catastrophic (abrupt) changes in evaluation. A major derivation from this theory is that attitude importance and extremity should be correlated, with more important attitudes being more extreme. This prediction was confirmed for 14 specific political issues at both the group and the individual level, as well as for political involvement and general liberalism. However, general political involvement was not related to the extremity of evaluation for specific issues; similarly, partisanship predicted extremity of general liberalism but not extremity on specific issues. Results suggest that attitude importance and extremity must be measured at corresponding levels of specificity in order for a relationship between them to hold. These results have implications for attitude change in both individuals and societies.	
10.2307/2579746	10.2307/2579746	Extracting, Representing, and Analyzing Mental Models	Kathleen Carley, Michael Palmquist	Social Forces	70	3	1992-03-01T00:00:00Z	pp. 601-636	Oxford University Press	fla		When making decisions or talking to others, people use mental models of the world to evaluate choices and frame discussions. This article describes a methodology for representing mental models as maps, extracting these maps from texts, and analyzing and comparing these maps. The methodology employs a set of computer-based tools to analyze written and spoken texts. These tools support textual comparison both in terms of what concepts are present and in terms of what structures of information are present. The methodology supports both qualitative and quantitative comparisons of the resulting representations. This approach is illustrated using data drawn from a larger study of students learning to write where it is possible to compare mental models of the students with those of the instructor.	
